"","Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection","subject_id","mystery_id"
"231","SRX3106649","fecal sample from HMP2: Subject H4008C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441900",NA,2537.71,1,18670021,3645488503,"G80055_MGX","WGS","METAGENOMIC","RANDOM","H4008",NA
"232","SRX3106648","fecal sample from HMP2: Subject M2027C6_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441898",NA,1506.88,1,11598763,2288307233,"G80054_MGX","WGS","METAGENOMIC","RANDOM","M2027",NA
"233","SRX3106647","fecal sample from HMP2: Subject M2014C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441896",NA,1676.2,1,12228212,2373540649,"G79890_MGX","WGS","METAGENOMIC","RANDOM","M2014",NA
"234","SRX3106646","fecal sample from HMP2: Subject M2021C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441897",NA,2745.33,1,19755484,3846257152,"G79888_MGX","WGS","METAGENOMIC","RANDOM","M2021",NA
"235","SRX3106645","fecal sample from HMP2: Subject E5001C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441899",NA,1619.06,1,11870506,2301282413,"G79899_MGX","WGS","METAGENOMIC","RANDOM","E5001",NA
"236","SRX3106644","fecal sample from HMP2: Subject M2008C8_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441895",NA,2230.18,1,16219110,3146158888,"G79893_MGX","WGS","METAGENOMIC","RANDOM","M2008",NA
"237","SRX3106643","fecal sample from HMP2: Subject M2021C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441894",NA,1793.01,1,13024442,2528985013,"G79904_MGX","WGS","METAGENOMIC","RANDOM","M2021",NA
"238","SRX3106642","fecal sample from HMP2: Subject E5001C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441893",NA,2533.09,1,19354275,3832739122,"G79902_MGX","WGS","METAGENOMIC","RANDOM","E5001",NA
"239","SRX3106641","fecal sample from HMP2: Subject H4001C4_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441892",NA,514.02,1,3702690,690114456,"G79907_MGX","WGS","METAGENOMIC","RANDOM","H4001",NA
"240","SRX3106640","fecal sample from HMP2: Subject M2026C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441891",NA,1131.69,1,8356277,1618864076,"G79906_MGX","WGS","METAGENOMIC","RANDOM","M2026",NA
"241","SRX3106639","fecal sample from HMP2: Subject M2039C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441890",NA,3832.08,1,27900364,5424311796,"G80065_MGX","WGS","METAGENOMIC","RANDOM","M2039",NA
"242","SRX3106638","fecal sample from HMP2: Subject M2025C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441889",NA,2427.95,1,17753290,3462080153,"G79908_MGX","WGS","METAGENOMIC","RANDOM","M2025",NA
"243","SRX3106637","fecal sample from HMP2: Subject H4009C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441888",NA,3478.23,1,25326755,4927203893,"G80058_MGX","WGS","METAGENOMIC","RANDOM","H4009",NA
"244","SRX3106636","fecal sample from HMP2: Subject C3003C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441887",NA,3864.3,1,28192424,5472909864,"G79956_MGX","WGS","METAGENOMIC","RANDOM","C3003",NA
"245","SRX3106635","fecal sample from HMP2: Subject M2026C4_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441886",NA,1725.57,1,12611099,2453174316,"G79955_MGX","WGS","METAGENOMIC","RANDOM","M2026",NA
"246","SRX3106634","fecal sample from HMP2: Subject M2025C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441885",NA,112.96,1,833375,160249471,"G79933_MGX","WGS","METAGENOMIC","RANDOM","M2025",NA
"247","SRX3106633","fecal sample from HMP2: Subject C3001C5_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441884",NA,1919.13,1,14890673,2953218666,"G79931_MGX","WGS","METAGENOMIC","RANDOM","C3001",NA
"248","SRX3106632","fecal sample from HMP2: Subject M2014C9_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441883",NA,2614.1,1,19106894,3708140368,"G79963_MGX","WGS","METAGENOMIC","RANDOM","M2014",NA
"249","SRX3106631","fecal sample from HMP2: Subject E5002C5_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441882",NA,1651.31,1,12056965,2335438393,"G79962_MGX","WGS","METAGENOMIC","RANDOM","E5002",NA
"250","SRX3106630","fecal sample from HMP2: Subject M2025C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441881",NA,2192.95,1,15763327,3055661140,"G79968_MGX","WGS","METAGENOMIC","RANDOM","M2025",NA
"251","SRX3106629","fecal sample from HMP2: Subject H4004C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441880",NA,1292.07,1,9376476,1818508198,"G79965_MGX","WGS","METAGENOMIC","RANDOM","H4004",NA
"252","SRX3106628","fecal sample from HMP2: Subject E5002C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441879",NA,1925.44,1,14045538,2724984455,"G79916_MGX","WGS","METAGENOMIC","RANDOM","E5002",NA
"253","SRX3106627","fecal sample from HMP2: Subject C3002C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441878",NA,1378.66,1,10512225,2074212728,"G79915_MGX","WGS","METAGENOMIC","RANDOM","C3002",NA
"254","SRX3106626","fecal sample from HMP2: Subject M2021C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441877",NA,490.12,1,3546471,686665261,"G79914_MGX","WGS","METAGENOMIC","RANDOM","M2021",NA
"255","SRX3106625","fecal sample from HMP2: Subject M2024C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441876",NA,1272.37,1,9310201,1796715611,"G79911_MGX","WGS","METAGENOMIC","RANDOM","M2024",NA
"256","SRX3106624","fecal sample from HMP2: Subject E5001C4_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441875",NA,2772.56,1,20146382,3927191049,"G79926_MGX","WGS","METAGENOMIC","RANDOM","E5001",NA
"257","SRX3106623","fecal sample from HMP2: Subject M2027C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441874",NA,2415.92,1,17591454,3425965358,"G79924_MGX","WGS","METAGENOMIC","RANDOM","M2027",NA
"258","SRX3106622","fecal sample from HMP2: Subject M2026C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441873",NA,714.42,1,5535590,1083627889,"G79919_MGX","WGS","METAGENOMIC","RANDOM","M2026",NA
"259","SRX3106621","fecal sample from HMP2: Subject M2028C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441872",NA,1500.61,1,10876720,2120721235,"G79917_MGX","WGS","METAGENOMIC","RANDOM","M2028",NA
"260","SRX3106620","fecal sample from HMP2: Subject H4001C9_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441871",NA,1219.37,1,9469313,1853302847,"G80008_MGX","WGS","METAGENOMIC","RANDOM","H4001",NA
"261","SRX3106618","fecal sample from HMP2: Subject M2027C5_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441869",NA,2322.95,1,17904539,3543748245,"G80004_MGX","WGS","METAGENOMIC","RANDOM","M2027",NA
"262","SRX3106617","fecal sample from HMP2: Subject H4006C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441868",NA,1397.26,1,9928859,1911409747,"G80003_MGX","WGS","METAGENOMIC","RANDOM","H4006",NA
"263","SRX3106616","fecal sample from HMP2: Subject E5008C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441867",NA,1348.33,1,9910230,1919896184,"G80001_MGX","WGS","METAGENOMIC","RANDOM","E5008",NA
"264","SRX3106615","fecal sample from HMP2: Subject E5001C8_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441866",NA,665.09,1,4907071,953320920,"G80000_MGX","WGS","METAGENOMIC","RANDOM","E5001",NA
"265","SRX3106614","fecal sample from HMP2: Subject H4009C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441865",NA,1636.3,1,12016733,2340579552,"G79998_MGX","WGS","METAGENOMIC","RANDOM","H4009",NA
"266","SRX3106613","fecal sample from HMP2: Subject H4010C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441864",NA,1946.62,1,14211432,2764385535,"G79996_MGX","WGS","METAGENOMIC","RANDOM","H4010",NA
"267","SRX3106612","fecal sample from HMP2: Subject H4006C4_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441863",NA,1693.54,1,12430096,2412986166,"G80066_MGX","WGS","METAGENOMIC","RANDOM","H4006",NA
"268","SRX3106611","fecal sample from HMP2: Subject C3005C5_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441862",NA,2654.49,1,19306931,3755603004,"G80067_MGX","WGS","METAGENOMIC","RANDOM","C3005",NA
"269","SRX3106610","fecal sample from HMP2: Subject C3003C5_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441861",NA,1786.38,1,13593483,2676432864,"G79983_MGX","WGS","METAGENOMIC","RANDOM","C3003",NA
"270","SRX3106609","fecal sample from HMP2: Subject H4009C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441860",NA,2399.2,1,17623657,3432567589,"G80020_MGX","WGS","METAGENOMIC","RANDOM","H4009",NA
"271","SRX3106608","fecal sample from HMP2: Subject C3008C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441859",NA,2397.12,1,17538513,3409271699,"G80011_MGX","WGS","METAGENOMIC","RANDOM","C3008",NA
"272","SRX3106605","fecal sample from HMP2: Subject C3002C7_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441856",NA,3088.34,1,22677144,4432298721,"G80050_MGX","WGS","METAGENOMIC","RANDOM","C3002",NA
"273","SRX3106604","fecal sample from HMP2: Subject M2027C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441855",NA,3287.22,1,25356696,5011140516,"G79961_MGX","WGS","METAGENOMIC","RANDOM","M2027",NA
"274","SRX3106603","fecal sample from HMP2: Subject E5001C9_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441854",NA,292.57,1,2135561,414539411,"G80068_MGX","WGS","METAGENOMIC","RANDOM","E5001",NA
"275","SRX3106602","fecal sample from HMP2: Subject C3005C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441853",NA,2731.66,1,21047917,4155961163,"G79960_MGX","WGS","METAGENOMIC","RANDOM","C3005",NA
"276","SRX3106600","fecal sample from HMP2: Subject E5006C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441851",NA,2614.36,1,19117218,3717391902,"G79938_MGX","WGS","METAGENOMIC","RANDOM","E5006",NA
"277","SRX3106599","fecal sample from HMP2: Subject E5004C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441850",NA,2010.6,1,15489272,3058208537,"G79935_MGX","WGS","METAGENOMIC","RANDOM","E5004",NA
"278","SRX3106598","fecal sample from HMP2: Subject M2026C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441849",NA,843.62,1,6185395,1193719845,"G79936_MGX","WGS","METAGENOMIC","RANDOM","M2026",NA
"279","SRX3106597","fecal sample from HMP2: Subject M2027C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441848",NA,1995.54,1,14563064,2827049122,"G79946_MGX","WGS","METAGENOMIC","RANDOM","M2027",NA
"280","SRX3106596","fecal sample from HMP2: Subject H4001C6_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441847",NA,2027.95,1,14755663,2872954757,"G79947_MGX","WGS","METAGENOMIC","RANDOM","H4001",NA
"281","SRX3106595","fecal sample from HMP2: Subject E5002C4_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441846",NA,1418.49,1,10939278,2158191982,"G79940_MGX","WGS","METAGENOMIC","RANDOM","E5002",NA
"282","SRX3106594","fecal sample from HMP2: Subject M2014C8_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441845",NA,2576.24,1,19836527,3912456692,"G79941_MGX","WGS","METAGENOMIC","RANDOM","M2014",NA
"283","SRX3106593","fecal sample from HMP2: Subject C3005C6_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441844",NA,3653.81,1,26570866,5164367152,"G80046_MGX","WGS","METAGENOMIC","RANDOM","C3005",NA
"284","SRX3106592","fecal sample from HMP2: Subject C3004C6_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441843",NA,2471.29,1,18103587,3528114865,"G80049_MGX","WGS","METAGENOMIC","RANDOM","C3004",NA
"285","SRX3106591","fecal sample from HMP2: Subject M2021C5_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441842",NA,2784.87,1,20256443,3948753336,"G79951_MGX","WGS","METAGENOMIC","RANDOM","M2021",NA
"286","SRX3106590","fecal sample from HMP2: Subject C3006C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441841",NA,2450.1,1,18923733,3749901554,"G79953_MGX","WGS","METAGENOMIC","RANDOM","C3006",NA
"287","SRX3106589","fecal sample from HMP2: Subject E5001C7_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441840",NA,1736.91,1,13446547,2660507491,"G80030_MGX","WGS","METAGENOMIC","RANDOM","E5001",NA
"288","SRX3106588","fecal sample from HMP2: Subject E5002C6_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441839",NA,2501.97,1,19313151,3823902521,"G80036_MGX","WGS","METAGENOMIC","RANDOM","E5002",NA
"289","SRX3106587","fecal sample from HMP2: Subject H4008C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441838",NA,2102.68,1,15431207,3002453853,"G80022_MGX","WGS","METAGENOMIC","RANDOM","H4008",NA
"290","SRX3106586","fecal sample from HMP2: Subject M2025C4_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441837",NA,2595.78,1,18969178,3686633207,"G80024_MGX","WGS","METAGENOMIC","RANDOM","M2025",NA
"291","SRX3106585","fecal sample from HMP2: Subject E5006C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441836",NA,1498.82,1,11443965,2259737736,"G79976_MGX","WGS","METAGENOMIC","RANDOM","E5006",NA
"292","SRX3106584","fecal sample from HMP2: Subject C3007C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441835",NA,1917.45,1,13873753,2695065428,"G79979_MGX","WGS","METAGENOMIC","RANDOM","C3007",NA
"293","SRX3106583","fecal sample from HMP2: Subject C3001C9_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441834",NA,2207.08,1,16113423,3137883778,"G79980_MGX","WGS","METAGENOMIC","RANDOM","C3001",NA
"294","SRX3106581","fecal sample from HMP2: Subject C3004C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441831",NA,2621.98,1,19189354,3736227752,"G79975_MGX","WGS","METAGENOMIC","RANDOM","C3004",NA
"295","SRX3106580","fecal sample from HMP2: Subject H4008C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441832",NA,1479.38,1,10841779,2108134024,"G79985_MGX","WGS","METAGENOMIC","RANDOM","H4008",NA
"296","SRX3106579","fecal sample from HMP2: Subject C3006C4_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441830",NA,3244.97,1,25131518,4975427733,"G79987_MGX","WGS","METAGENOMIC","RANDOM","C3006",NA
"297","SRX3106578","fecal sample from HMP2: Subject M2026C7_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441828",NA,904.88,1,6999310,1376270132,"G79988_MGX","WGS","METAGENOMIC","RANDOM","M2026",NA
"298","SRX3106577","fecal sample from HMP2: Subject C3004C5_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441827",NA,3685,1,26673997,5183541868,"G79994_MGX","WGS","METAGENOMIC","RANDOM","C3004",NA
"299","SRX3106576","fecal sample from HMP2: Subject C3002C6_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441829",NA,1989.86,1,15479894,3071412782,"G79995_MGX","WGS","METAGENOMIC","RANDOM","C3002",NA
"300","SRX3106575","fecal sample from HMP2: Subject C3006C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441826",NA,2733.96,1,21024619,4162478118,"G79971_MGX","WGS","METAGENOMIC","RANDOM","C3006",NA
"301","SRX3109372","CSM7KOLM stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444491",NA,1751.07,1,19693994,3760702968,"CSM7KOLM_MGX","WGS","METAGENOMIC","RANDOM","C3021","CSM7KOLM"
"302","SRX3109364","CSM7KOTS stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444483",NA,524.24,1,5955166,1122923988,"CSM7KOTS_MGX","WGS","METAGENOMIC","RANDOM","C3035","CSM7KOTS"
"303","SRX3109362","MSM9VZMS stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444481",NA,814.66,1,11814757,2187981861,"MSM9VZMS_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSM9VZMS"
"304","SRX3109360","CSM7KORI stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444479",NA,674.17,1,10311558,1947981221,"CSM7KORI_MGX","WGS","METAGENOMIC","RANDOM","C3028","CSM7KORI"
"305","SRX3109354","MSM9VZIO stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444472",NA,258.04,1,3795888,685128335,"MSM9VZIO_MGX","WGS","METAGENOMIC","RANDOM","M2083","MSM9VZIO"
"306","SRX3109352","MSM9VZLF stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444471",NA,593.07,1,8932013,1598964056,"MSM9VZLF_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSM9VZLF"
"307","SRX3109351","MSMA267X stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2444470",NA,720.75,1,10687978,1951069709,"MSMA267X_MGX","WGS","METAGENOMIC","RANDOM","M2103","MSMA267X"
